Title,Image,Description,Category,Ingredients,Instructions,Time to cook,Servings,Energy,Protein,Carbohydrates,Fat
Cacio e pepe-sandwich i airfryer,"https://images.arla.com/recordid/0673F73F-E2ED-4484-A3C4A9EF6B4C97BD/cacio-e-pepe-sandwich-i-airfryer.jpg?width=375&height=265&mode=crop&crop=(115,0,-163,0)&format=jpg","Detta är en riktigt smarrig macka! De goda smakerna från den klassiska cacio e pepe har vi gjort en macka av. Cacio e pepe betyder ost och peppar på italienska, så denna macka innehåller både mozzarella, pecorino, vitlök, smör och massa nymalen svartpeppar. Att tillaga denna sandwich i airfryer är riktigt enkelt, och du slipper en massa stekos!","Brunch, Frukost, Lunch, Mellanmål",Rostbröd: 4 skivor | Bregott® Havssalt: 4 msk | Vitlöksklyfta: 1 | Arla® Familjefavoriter Mozzarella: 150 g | Falbygdens® Pecorino romano: 50 g | Finrivet citronskal: 1 msk | Nymalen svartpeppar: 1 tsk,"Lägg ut brödskivorna på arbetsbänken., Lägg Bregott i en liten skål. Finriv vitlöken och blanda med smöret. Bred brödskivorna med vitlökssmöret., Strö över mozzarella. Tillaga i din airfryer på 200° i 3-5 min., Finriv pecorino över mackorna och strö över citronskal och rikligt med nymalen svartpeppar.",,4,382 kcal,15 g,20 g,26 g
Lammfärsbiffar med zucchini,https://images.arla.com/recordid/C64B746A-6ABC-4E43-B65669D6ABF0A318/lammfarsbiffar-med-zucchini.jpg?width=375&height=265&mode=crop&format=jpg,Lammfärsbiffar som får puttra tillsammans med zucchini i en sås med smak av balsamico och vitlök. En lyckad smakkombination med inspiration från Medelhavet.,"Huvudrätt, Lunch, Middag",Lammfärs: 400 g | Ägg: 1 | Vitlöksklyfta: 1 | Salt: 1 tsk | Svartpeppar: 2 krm | Arla Köket® Smör- & rapsolja: 1 msk | Zucchini: 1 | Kelda® Matlagningsgrädde: 2 dl | Crema di balsamico: ½ msk | Riven vitlöksklyfta: ½ | Salt: 1 krm | Majsstärkelse: ½ msk | Bulgur: 3 dl | Tomater: 3 | Färsk persilja: ½ kruka,"Blanda lammfärs, ägg, vitlök, salt och peppar till en jämn smet. Forma 8 biffar och stek dem i smör-&rapsolja i en stekpanna ca 5 min., Skär zucchini i bitar och låt fräsa med i pannan., Tillsätt grädde, balsamicokräm, vitlök, salt och majsstärkelse, rör om och koka ca 2 min., Koka bulgur enligt anvisning på förpackningen., Hacka persiljan och blanda med bulgur. Skär tomaterna i klyftor., Servera bulgur och tomat till lammfärsbiffarna.",30 min,4,510 kcal,29 g,42 g,24 g
Hot chili med chorizo,"https://images.arla.com/recordid/C1BD6774-3553-46B4-A010C9723B0FFE64/hot-chili.jpg?width=375&height=265&mode=crop&crop=(115,0,-163,0)&format=jpg",Detta är en lättlagad och snabb chili med mycket smak. Välj gärna en riktigt het chorizo om du tycker om starkt kryddad mat. Värmande gott till vardag som fest. Toppa din chili med riven cheddar och färska örter. Sereva med krispig baguette.,"Huvudrätt, Lunch, Middag","Chorizo eller annan stark korv: 100 g | Rödlökar: 2 | Färsk röd chili: 1 | Nötfärs: 500 g | Arla Köket® Smör- & rapsolja, till stekning:  | Malen spiskummin: 2 tsk | Passerade tomater: 1 burk | Vatten: 1 dl | Kidneybönor: 1 burk | Arla Köket® Lätt crème fraiche paprika & chili: 2 dl | Salt: 1 tsk | Kvibille® Riven ost cheddar: 150 g | Baguette: 1 | Färsk oregano: 1 kruka","Skär korven i bitar. Skala och klyfta lökarna. Skiva chilin., Bryn färsen i smör-&rapsolja i en gryta. Rör ner korv, lök, chili och spiskummin. Låt fräsa med ca 5 min., Rör ner tomater och vatten. Låt koka ihop ca 10 min., Skölj bönorna och låt dem rinna. Rör ner bönor och crème fraiche. Låt allt bli varmt. Smaka av med salt., Servera hot chili med ost och baguette. Toppa med färsk oregano.",30 min,4,860 kcal,55 g,67 g,38 g
Grodda själv,https://images.arla.com/recordid/4730811F-7985-41C6-A2FB14FF970D9BF0/grodda-sjalv.jpg?width=375&height=265&mode=crop&format=jpg,"Grodda själv är enkelt och lätt att lyckas med. När man groddar frön, säd eller gryn ökas näringen och kroppen kan dessutom lättare ta upp den. Vissa frön går särskilt lätt och snabbt att grodda, som:
- alfalfa
- bovete
- hirs
- råris
- vete
- gröna linser
- krasse
- solrosfrön
- sesamfrö
- linfrö

Bönor och ärtor är i allmänhet lite svårare och tar längre tid att grodda, men mungbönor och adulkbönor hör till de enklare.",,,Lägg 1 dl frön i en glasburk och häll på vatten. Lägg på ett perforerat lock eller ett nät som kan fästas med en gummisnodd eller snöre. Låt stå i 1 dygn.,,4,,,,
Pepparkakskryddad muggkaka med morot,https://images.arla.com/recordid/A9E882B2-E3C1-4202-8CF9E7A11B2837DD/pepparkakskryddad-muggkaka-med-morot.jpg?width=375&height=265&mode=crop&format=jpg,"En morotskaka i mugg eller muggkaka med morot - snabbt och gott i micron! Denna muggkaka är verkligen supergod, toppad med syrlig och frisk glasyr på färskost.",,Svenskt Smör från Arla®: 3 msk | Morot: 1 | Strösocker: 3 msk | Vetemjöl: 3 msk | Bakpulver: ½ tsk | Ägg: 1 | Malen kanel: ½ msk | Malen ingefära: ½ tsk | Malen kryddnejlika: ½ tsk | Svenskt Smör från Arla®: 1 msk | Arla® Färskost Naturell: 2 msk | Pressad citronsaft: ½ tsk | Florsocker: 1 dl,"Börja med glasyren. Blanda smör och färskost, tillsätt citronsaft och florsocker och rör till en slät smet. Låt stå i kyl., Lägg smöret i en bunke, smält det i mikrovågsugnen 15-30 sek., Skala och finriv moroten. Blanda ner morot, socker, mjöl, bakpulver, ägg och kryddor i smöret., Smörj två porslingmuggar med smör, fördela blandningen i muggarna. Tillaga i mikrovågsugnen 2 ½ -3 min., Stjälp upp kakorna och låt dem svalna., Bred glasyren på kakorna.",15 min,4,570 kcal,6 g,66 g,31 g
Tortillabröd,"https://images.arla.com/recordid/40BFFD71-6639-4EA1-873DD8C6B7E49678/tortillabrod.jpg?width=375&height=265&mode=crop&crop=(138,0,-10,0)&format=jpg","Testa att baka dina egna tortillabröd till fredagstacon. Det är inte alls svårt och gott blir det! Detta recept är på vetetortillas. De ingredienser du behöver är  bara vetemjöl, bakpulver, smör och salt. Allra godast är bröden när de är alldeles nystekta.","Brunch, Frukost",Vetemjöl: 7 dl | Bakpulver: 1 tsk | Salt: ½ tsk | Svenskt Smör från Arla®: 25 g | Kokhett vatten: 3 dl,"Rör ihop mjöl, bakpulver och salt i en bunke. Skär smöret i små bitar och blanda ner det., Häll försiktigt över det kokande vattnet under omrörning., Häll upp degen på mjölat bakbord. Knåda den varma degen ca 2 min till en smidig deg. Lägg tillbaka degen i bunken och täck med plastfolie. Låt stå ca 20 min i rumstemperatur., Dela degen i 8 bitar på mjölat bakbord. Forma till bollar och kavla ut till runda tortillas. Låt vila ca 10 min., Stek en tortilla i taget på hög värme i torr stekpanna, ca 45 sek per sida. Lägg tortillabröden i en ren kökhandduk så de håller sig mjuka., Servera direkt, eller värm på bröden snabbt i pannan när de ska serveras.",40 min,4,200 kcal,5 g,29 g,7 g
Vaniljfras med banan,https://images.arla.com/recordid/F47D9F6F-56A0-448A-A1E0C52BE830CE35/vaniljfras-med-banan.jpg?width=375&height=265&mode=crop&format=jpg,Vanlig frukostmüsli blir godis i stekpannan.,"Buffé, Efterrätt",Müsli: 1 dl | Svenskt Smör från Arla®: 1 msk | Farinsocker: ½ msk | Banan: 1 | Dreamy Dessert® Vaniljvisp: 1 dl,"Stek müsli i smör i en stekpanna ca 2 min. Smaksätt med socker., Vispa vaniljvispen och skiva bananen., Varva müsli, vaniljsås och banan i 2 stora glas. Servera direkt.",10 min,4,299 kcal,5 g,37 g,15 g
Korv- och böngryta,https://images.arla.com/recordid/43804580-62D8-4E92-843021BEC5CC43B5/korv--och-bongryta.jpg?width=375&height=265&mode=crop&format=jpg,"En snabblagad gryta med bönor, majs och falukorv. En rätt för hela familjen.","Huvudrätt, Kvällsmat, Lunch, Middag","Falukorv: 400 g | Rödlök: 1 | Svenskt Smör från Arla®:  | Curry: 2 tsk | Blandade bönor, ca 400 g: 1 burk | Majskorn, ca 340 g: 1 burk | Konserverade hela tomater, ca 400 g: 1 burk | Arla Köket® Lätt crème fraiche: 2 dl | Salt: ","Skär korven i bitar. Skala och klyfta löken. Stek korv och lök i smör i en gryta. Rör ner curryn., Låt bönorna och majsen rinna av. Tillsätt bönor, majs, tomater och hälften av crème fraiche i grytan. Låt allt koka några min., Smaka av med salt. Servera med resten av crème fraiche, bröd och sallad.",25 min,4,,,,
Päronchutney med chili,https://images.arla.com/recordid/7E8735B0-3FA5-42DA-A0C7051D83161968/paronchutney-med-chili.jpg?width=375&height=265&mode=crop&format=jpg,Detta recept på sötstark chutney med päron gör steken extra spännande. Även god som tillbehör till vällagrade hårdostar.,Buffé,Päron: 600 g | Gula lökar: 2 | Färsk röd chili: ½ | Arla Köket® Smör- & rapsolja: 2 msk | Vit balsamvinäger: ½ dl | Rårörsocker: 1 dl | Kanelstång: 1 | Salt: 1 tsk,"Kärna ur päronen och skär dem i bitar. Skala och hacka löken. Kärna ur och strimla chilin., Fräs päron, lök och chili i smör-&rapsolja i en gryta. Rör i vinäger, socker, kanel och salt. Koka på svag värme utan lock ca 20 min., Häll upp i rengjorda, varma burkar. Förvara svalt.",45 min,4,230 kcal,1 g,42 g,6 g
Krämig salladsdressing,https://images.arla.com/recordid/284BDD47-496F-41A9-9C6045A8148054D3/kramig-salladsdressing.jpg?width=375&height=265&mode=crop&format=jpg,En god sallad blir ännu godare med en krämig salladsdressing! Det här är en klassisk typ av dressing som passar extra bra till en blandad grönsallad.,,Arla Ko® Gräddfil: 3 dl | Majonnäs: 3 msk | Strösocker: 1½ tsk | Salt: 1 krm | Pressad citronsaft: ½ tsk | Äggula: 1,Rör ihop alla ingredienser.,10 min,4,,,,
Tsatsiki på svenska,https://images.arla.com/recordid/AE8B078C-05CE-417F-A762E9307C2A56BF/tsatsiki-pa-svenska.jpg?width=375&height=265&mode=crop&format=jpg,"En snabb, svensk variant på tsatsiki får man med inlagd gurka och matyoghurt - ett perfekt tillbehör till kött och kyckling.","Buffé, Huvudrätt, Lunch, Middag",Arla Köket® Turkisk yoghurt: 1 dl | Gurka: 1 | Ättiksprit 12%: 2 msk | Strösocker: 2 msk | Salt: 2 krm | Svartpeppar: ½ krm | Färsk persilja: 1 knippe,"Skiva gurka., Blanda ättikssprit, strösocker,salt och peppar i en skål. Lägg i gurka och persilja. Låt stå ca 1 tim., Häll av lagen och låt gurkan rinna av ordentligt. Blanda gurka och matyoghurt.",1 tim 15 min,4,55 kcal,1 g,6 g,3 g
Yakisoba,"https://images.arla.com/recordid/93148C61-58D0-42F6-995EBEFD4D43574F/picture.jpg?width=375&height=265&mode=crop&crop=(278,0,0,0)&format=jpg","Yakisoba är en japansk rätt gjord på stekta nudlar, grönsaker, svamp och fläskkött som vänds ihop med en sötstark sås. God att servera till vardagsmiddag eller som lunchlåda.","Lunch, Matlåda, Middag",Äggnudlar: 250 g | Benfri fläskkarré: 400 g | Vitlöksklyftor: 2 | Färsk ingefära: 25 g | Morötter: 2 | Vitkål: 300 g | Salladslök: 1 knippe | Arla Köket® Smör- & rapsolja: 2 msk | Shiitakesvamp: 200 g | Salt: 1 krm | Grovmalen svartpeppar: 1 krm | Japansk soja: ¾ dl | Worcestershiresås: ¾ dl | Chilisås: ¾ dl | Sesamolja: 1½ msk,"Koka nudlarna enligt anvisning på förpackningen. Låt rinna av och spola i kallt vatten., Skär fläskkarrén i strimlor., Skala och finriv vitlök och ingefära. Skala och skiva morötterna. Strimla vitkålen. Skär den gröna delen av salladslöken i 5 cm långa bitar. Skiva den vita delen mycket tunt och spara till garnering., Hetta upp en torr stekpanna och stek fläskkarrén ca 5 min., Tillsätt smör- & rapsolja och stek tills fläsket är gyllene i färgen., Tillsätt vitlök och ingefära, fräs i 3 min. Addera grönsaker och svamp och fräs i 5 min till., Blanda ihop alla ingredienser till såsen i en skål., Vänd ner såsen och väl avrunna nudlar i stekpannan. Blanda runt med grönsakerna. Smaka av med salt och nymalen svartpeppar., Garnera med salladslök och servera yakisoba direkt.",30 min,4,603 kcal,"31,6 g","60,9 g","25,7 g"
Kalvfrikadeller i tomatsås,https://images.arla.com/recordid/25BF1AEE-6551-494B-829900B0C489479A/kalvfrikadeller-i-tomatsas.jpg?width=375&height=265&mode=crop&format=jpg,Frikadeller är bullar som sjuds istället för att stekas. Att laga dem direkt i såsen sparar både tid och disk. Blanda med nykokt spagetti.,"Huvudrätt, Lunch, Middag",Kalvfärs: 400 g | Ägg: 1 | Arla® Familjefavoriter Mozzarella: 200 g | Pressad vitlöksklyfta: 1 | Salt: 1 tsk | Svartpeppar: 2 krm | Spaghetti: 300 g | Kelda® Pastasås tomat & crème fraiche: 4 dl | Vatten: 1 dl | Hackad färsk oregano: 2 msk,"Blanda färsen med ägg, hälften av osten, vitlök, salt och peppar. Rulla ca 30 små bullar., Koka pastan enligt anvisning på förpackningen., Koka upp pastasås med vatten under omrörning i en vid kastrull. Lägg ner bullarna i såsen och låt sjuda på svag värme ca 10 min., Blanda ner pastan i såsen. Strö över oregano och resten av osten.",30 min,4,600 kcal,46 g,63 g,33 g
Ananasspett med vaniljyoghurt,https://images.arla.com/recordid/C4CC194E-A23E-45E5-B61D161FA1475883/ananasspett-med-vaniljyoghurt.jpg?width=375&height=265&mode=crop&format=jpg,Ananasspett kan njutas på festen eller kalaset som god och nyttig efterrätt eller som ett smaskigt mellanmål. Det blir alltid lite festligare serverat på spett!,"Brunch, Efterrätt, Mellanmål",Ananas: 1 | Kokosflingor: 1 dl | Lime: rivet skal av 1 | Yoggi® Original Madagaskar vanilj: ,"Skala och skär ananasen i bitar. Trä upp på spett., Rosta kokosflingorna i torr varm stekpanna tills de är ljust gyllenbruna. Blanda med rivet limeskal., Strö över kokosen på spetten och servera med yoghurt.",15 min,4,215 kcal,5 g,26 g,9 g
Pizza bianco,"https://images.arla.com/recordid/60BE53EA-6AF8-4036-A7FAD38E9A3DCF27/pizza-bianco.jpg?width=375&height=265&mode=crop&crop=(139,0,-139,0)&format=jpg","Pizza bianco är en pizza som istället för tomatsås har en vit sås. Denna pizza har vi först penslat med vitlöksolja, för att sedan breda på crème fraiche. Den toppas med mozzarella innan den gräddas. Ute ur ugnen kan du välja fritt bland dina favoritpålägg. Vi har bara rivit över färsk parmesan!","Förrätt, Huvudrätt","Olivolja: 2 msk | Vitlöksklyfta: 1 | Pizzadeg, ca 400 g: 1 | Arla Köket® Crème fraiche: 1 dl | Arla® Familjefavoriter Mozzarella: 1 dl | Salt och svartpeppar:  | Färskriven parmesanost: 50 g","Sätt ugnen på 250° eller 225° varmluft och ställ in en plåt mitt i ugnen så den blir varm., Blanda olivolja med finriven vitlök., Tryck eller kavla ut pizzadegen på ett bakplåtspapper., Pensla degen med vitlöksoljan. Bred på crème fraiche och strö över mozzarella., Dra över bakplåtspappret med pizzan till den heta plåten. Grädda mitt i ugnen 10-15 min., Strö på salt, nymalen svartpeppar och parmesan.",,4,945 kcal,30 g,94 g,48 g
Rulltårta med bär,https://images.arla.com/recordid/9F50D013-DED3-4978-BABE1AD3CA19F0CE/rulltarta-med-bar.jpg?width=375&height=265&mode=crop&format=jpg,Underbart god rulltårta med färska bär på toppen! Det här receptet gör du snabbt och enkelt med antingen bärmos eller sylt som fyllning. Passar att bjuda på till de flesta tillfällen och dessutom enkel att variera. Låt bärmoset rinna av ordentligt så den inte blir för blöt. Toppa rulltårtan med vispad grädde och säsongens bär.,"Afternoon tea, Efterrätt, Fika",Ägg: 3 | Strösocker: 1½ dl | Vetemjöl: 2 dl | Bakpulver: 1 tsk | Vatten: 1 msk | Lätt mosade blandade färska bär eller sylt: 2 dl | Arla Ko® Vispgrädde: 2 dl | Blandade färska bär: ,"Sätt ugnen på 250° eller 225° varmluft. Lägg bakplåtspapper i en långpanna, 30x40 cm., Vispa ägg och socker poröst. Blanda mjöl och bakpulver. Rör ner det i smeten tillsammans med vattnet., Bred ut smeten i långpannan och grädda genast i mitten av ugnen ca 5 min., Stjälp upp kakan på ett sockrat bakplåtspapper. Ta bort papperet som kakan gräddats på. Bred bär eller sylt över kakan och rulla ihop. Låt svalna., Skär rulltårtan i skivor. Vispa grädden och klicka på skivorna. Garnera med färska bär.",,4,,,,
Tekakor,"https://images.arla.com/recordid/59010D5E-A664-4005-A5E00BE3E09FEA31/tekakor.jpg?width=375&height=265&mode=crop&crop=(0,0,-278,0)&format=jpg",Saftiga och härligt mjuka tekakor. Underbart goda med lagrad Präst® och en smakrik apelsinmarmelad eller färskost och sylt.,"Brunch, Frukost, Mellanmål","Arla Ko® Standardmjölk: 5 dl | Jäst: 25 g | Ljus sirap: 2 msk | Vetemjöl: 12 dl | Svenskt Smör från Arla®, rumsvarmt: 100 g | Flingsalt: 2 tsk","Värm mjölken till max 37°. Smula ner jästen i en degbunke. Häll på mjölk och sirap. Rör tills jästen löst sig., Tillsätt mjölet lite i taget, smör och salt. Arbeta degen 5 min i maskin eller 10 min för hand. Täck bunken med plastfolie och låt jäsa ca 30 min., Ta fram tre plåtar och täck med bakplåtspapper., Dela degen i 16 lika stora bitar. Forma till runda bullar och tryck ut till platta kakor, ca 10 cm i diameter. Lägg på plåtarna och nagga dem med en gaffel. Låt jäsa ytterligare 20 min under bakduk., Sätt ugnen på 250° eller 225° varmluft., Grädda i omgångar i mitten av ugnen,  6–8 min eller tills bröden fått fin färg. Pensla tekakorna direkt med kallt vatten. Låt svalna på galler.",1 tim 30 min,4,229 kcal,"5,1 g","36,3 g","6,9 g"
Mandelmusslor,https://images.arla.com/recordid/595FE2A7-536E-465B-9BE1E286831F9A76/klassiska-mandelmusslor.jpg?width=375&height=265&mode=crop&format=jpg,Mandelmusslor på klassiskt vis innehåller både söt mandel och bittermandel. De färdiggräddade mandelmusslorna fylls sedan med sylt eller bär och grädde.,"Efterrätt, Fika","Mandel: 2 dl | Bittermandlar: 4 | Strösocker: 1½ dl | Svenskt Smör från Arla®, rumsvarmt: 200 g | Ägg: 1 | Vetemjöl: 4 dl | Arla Ko® Vispgrädde:  | Sylt eller bär: ","Skålla, skala och mal mandeln. Rör socker och smör poröst. Blanda i mandel, ägg och mjöl och arbeta ihop till en deg. Låt den vila kallt ca 30 min., Sätt ugnen på 200° eller 180° varmluft. Smörj formarna och tryck ut deg, ganska tunt i formarna. Grädda dem i nedre delen av ugnen tills de är guldgula, ca 8 min., Låt kakorna svalna lite. Stjälp försiktigt upp dem och lossa dem ur formarna. Servera mandelmusslorna fyllda med vispad grädde och sylt eller bär., Till varje mandelmussla går det åt ca 1 msk ovispad vispgrädde och ca 1 msk sylt.",1 tim 30 min,4,,,,
Citrus- och rödkålssallad med valnötter och vitost,"https://images.arla.com/recordid/F468446D-4DB9-4DAD-936C9088D2340797/citrus--och-rodkalssallad-med-valnotter-och-vitost.jpg?width=375&height=265&mode=crop&crop=(67,0,-211,0)&format=jpg",En riktig fräsch och vacker citrussallad. Gör en stor laddning och servera t ex på julbordet om ni är många - för det kommer garanterat att gå åt!,"Buffé, Lunch, Middag","Rödkål: 200 g | Valnötter: 50 g | Apelsiner: 2 | Babyspenat: 65 g | Apetina® Vitost 20%: 150 g | Torkade tranbär: 1 dl | Citron, pressad saft: 1 | Olivolja: 2 msk | Salt: ½ tsk | Nymalen svartpeppar: 2 krm","Börja med dressingen. Vispa ihop citronsaft, olivolja, salt och svartpeppar i botten på en salladsskål., Strimla rödkålen tunt och blanda med dressingen i skålen., Hacka valnötterna. Skala apelsinerna med en kniv och skär ut hinnfria klyftor över salladsskålen. Ta vara på saften från den utskurna apelsinen och pressa den över salladen., Blanda kålsalladen med apelsinklyftor, babyspenat och valnötter. Toppa med grovt smulad vitost och tranbär.",25 min,4,205 kcal,7 g,15 g,12 g
